rank,dead,online,name,level,class,id,experience,account,challenges,twitch,ladder
1325,FALSE,FALSE,spinspinspinspinspinser,91,Juggernaut,66a143cce53d09d1650b5efef23d181e942121b32455d6fb8ff5c884c44e1f91,2105130321,gabbelgosk,26,null,SSF Harbinger
1325,TRUE,FALSE,ON_ReGiss,88,Necromancer,9ef2f86f5ba922d8964a2f10b58f8092fae2df4d8f1934a84675389fa302dd3b,1656308255,siamcafeot,20,null,SSF Harbinger HC
1326,FALSE,FALSE,LolitaFuckboi,99,Inquisitor,0b64c3d95335c867d648616d0f173eb2d9b0ad0e7d929498a05b6d59b1dfeee9,3933223295,YunoMaining,38,null,Harbinger
1326,FALSE,FALSE,XDeathDPT,95,Ascendant,5645c5eb6e5ee8b3dfdd57ab81b253f4453788f370aa4c7a288d50860586581b,2928305330,xdeathcr,29,jeffrycr,Hardcore Harbinger
1326,FALSE,FALSE,Kikyo_CosmoQueen,88,Necromancer,6e4ae992667f31ab7cac608965257b65a9060ce9b0f7c9d0afc5dbed6950eb53,1655885604,MulthazardSS,24,null,SSF Harbinger HC
1326,FALSE,FALSE,BleedingBlade,91,Gladiator,909adbc0cc7cf8f01a91c811c8c09a1b5febb23a5dd2a4bdd86bb67575008e41,2104999842,miegok,28,null,SSF Harbinger
1327,FALSE,FALSE,ScionUnlockedHype,99,Ascendant,28218506fd499750a2adc4ab42c7ad0d7b0a7843ee3265d45c29f1704f9d53a5,3933198575,Everyonehatelab,19,null,Harbinger
1327,TRUE,FALSE,SSF_Gladiator_Sunder,88,Gladiator,736388309ceca2da5c8b7115d1ce8fecc22e9a1d0f87152cc2f9b4a44b45d5b7,1655729516,KillingJoy,17,null,SSF Harbinger HC
1327,TRUE,FALSE,Atureski,95,Hierophant,95801133141e6fe61c4ddb87c5e01406be4798fecfdcc14377891f75dbc952a8,2928265128,Atures,26,null,Hardcore Harbinger
1327,FALSE,FALSE,MeleeMannen,91,Slayer,fce796a4328d87116a1d2c79032bfc6c03032f4ab9bb0d4fb22c26a1cd01f0f5,2104886509,faBOOK,26,flitigman69,SSF Harbinger
1328,FALSE,FALSE,GCMiner_ssfbtw,91,Saboteur,91953640583ca66b8215272975c2df29a18261ee0cd07f712371cea9eed96b72,2104842066,_Chris_,39,chris_7888,SSF Harbinger
1328,FALSE,FALSE,InnocenceRapedMe,88,Ascendant,a120d4f65d36950ec966d19de213535f568af6f80c266110bf4290b01b40b616,1655423251,Kiliroy,17,kiliroy,SSF Harbinger HC
1328,TRUE,FALSE,BaneHb,95,Gladiator,e0c168b1790315d9959ce72f09bd70f616a4aba2746666d4888268dcd1be2813,2928252163,Dshaded,33,null,Hardcore Harbinger
1328,FALSE,FALSE,LULSoftcoreBTWhaHAA,99,Necromancer,f5f46354059e0569ef5db3da7780bf96aeb6c368ebc8d88c77e27c7b08e153c4,3933193572,TTpower11,39,null,Harbinger
1329,FALSE,FALSE,GotNoIdeaJr,91,Inquisitor,1c5e906fd1adb6ea156b9816b0c4b3a233d9fdbe0f22dd8045e57075a787601b,2104764821,Gotnoideas,31,null,SSF Harbinger
1329,TRUE,FALSE,CELIAVCRAV,95,Slayer,4ea992b54e76448d2c261c8e702ecd37dc528a53fc51e813fbfb87050fd0f0e9,2927397322,Deadfury,35,null,Hardcore Harbinger
1329,FALSE,TRUE,PowerRangerEIEI,99,Pathfinder,c51c6a1cee97c7a80e186958f786770a6fcf3bb89820acf274a693f104456301,3933183289,anuaun,26,null,Harbinger
1329,FALSE,FALSE,BakaPlaysMeta,88,Berserker,cf50f8bb4d8e5ac411bc3e11f7081b7564dcd7eab4950de6d474451ebddca7e8,1655168906,bakakyo,17,null,SSF Harbinger HC
1330,FALSE,FALSE,Insane_HS,99,Berserker,01b0097bf872a174ae4c3aa1fa75ed538c31e76fd38ffd7af71716592fa2ea80,3933169020,yoi_d,31,null,Harbinger
1330,FALSE,FALSE,Faenor_ApoCa,91,Berserker,b8fc1cc8030b56860811a3133f9b2b9986e4b8f3f595e34f4bdf81ff2d7ab520,2104719220,FaenoraLawless,29,gabriellawless,SSF Harbinger
1330,FALSE,FALSE,Lyressea,88,Necromancer,c1de35d02c84893ac1c837e2688f0681f059e1006dffce903fafe44d85fb4efe,1654860353,Ciroquel,36,null,SSF Harbinger HC
1330,TRUE,FALSE,SUPPORT_CALL_NINEONEONE,95,Necromancer,dbb4971ac3560621159a616511dae678e5db705dcfdaa32676c4102313448bf8,2927173617,Blacklivesmatter,23,null,Hardcore Harbinger
1331,TRUE,FALSE,MySTeriOuS_ll,95,Guardian,0a3868e0a2ebdb186eea5e54363d8c268255b798b93df3a44aff0e9dc0ec831e,2926470199,Mystogan_1987,40,hollow_1,Hardcore Harbinger
1331,TRUE,FALSE,____I__O____,88,Chieftain,934f00c1b84e9d3397af9d9ccaca13b4b36e14d268a3dd6084038227e696f507,1654292937,SmilzzZZ,26,mrpoulcodio,SSF Harbinger HC
1331,FALSE,FALSE,AnotherPandaNONONONONON,99,Pathfinder,bb68020cfbba67e2bb01decf7a57bd60392e1e70f976c04df2ba233d2bb1ccf6,3933136882,Frajhamster,36,null,Harbinger
1331,FALSE,FALSE,Beducza,91,Raider,ff5335a0f18c8d01ce1580dfce975caa42d7b568e3401c359841b958ec4e4a48,2104432636,ClaudiusNero,25,null,SSF Harbinger
1332,TRUE,FALSE,Igneous_Overlord,88,Trickster,436a643393b3235d806d63e5bda654b4aa237d72c0d4a3f4e0d7db4ee8942638,1654156833,Chenthuran,28,null,SSF Harbinger HC
1332,FALSE,FALSE,PakosTornado,91,Raider,a1c30a7180db8a1d1e07e45448f12abbb978fc5ba2b9b84fed87dcc9d762adf0,2104325973,AngryPakos,30,null,SSF Harbinger
1332,FALSE,FALSE,Teresa_thefaintsmile,99,Raider,b2d700c3319d6308d874b3923627ab39caa9b7a8be2e0922c59f52dd2f5273f7,3933082944,HERESUS,27,null,Harbinger
1332,FALSE,FALSE,SirWilliamNutsworth,95,Trickster,e7c11f420d02d633b607b3432dfe46d3b3f0010bd5d5c26097fb8cdba0e51944,2926012163,Holynerd,25,null,Hardcore Harbinger
1333,FALSE,FALSE,toptobi,99,Slayer,3b718106735e4755c4e6cae378b47ec6f11bdc2d7a8c69097796b12f3a30fda6,3933079224,obersttobi,28,null,Harbinger
1333,TRUE,FALSE,TiasSpiritsAreRaging,88,Necromancer,49a7a15eaed585ee23461b61001cf7af80a6ccc9b3653d230f2151ce9cf06120,1653613107,TiasE,24,null,SSF Harbinger HC
1333,FALSE,FALSE,Cebulsky,91,Raider,83d3136a816618543ce505ee418b5e1426763fd484c11282eb0a5fadc2b6e1b0,2104019997,cebul,29,null,SSF Harbinger
1333,TRUE,FALSE,MiranishFB,95,Raider,c5822cf5d5a1e299e006388fdfb73bda615e42a50679fa857d90de0f12c3198d,2925977672,le0nkun,35,null,Hardcore Harbinger
1334,FALSE,FALSE,TrumpsWallOfTolerance,99,Ascendant,150dc9e64066cbca2ab6b888050d363327ba8fd749225b4394a930d57faa7203,3933077935,kingdomjay,37,thecb,Harbinger
1334,TRUE,FALSE,dartyz,95,Juggernaut,201f22e8e08d95e133703fbee0d0b21d0074d7a5e729bb90c4769ee8e7351081,2925972209,aeminence,39,null,Hardcore Harbinger
1334,FALSE,FALSE,cookieman_totem,91,Chieftain,3e61cf55c33376bd2361169a85656463af7532684b7b845b0536155b662cf221,2103925432,amdead12,27,null,SSF Harbinger
1334,FALSE,FALSE,Gregory,88,Berserker,a52ad79f1334ef8a48d1f11cbb5f934b359e2dc9e4a36d337b305f73dec729cd,1653291436,nudle,18,null,SSF Harbinger HC
1335,FALSE,FALSE,Gloodjizzle,95,Gladiator,04d497f7b08c2897d708b87b1fd41affbd259b64a84253d6c881ae0643ce3153,2925665489,Gloodizzle,25,gloodizzle,Hardcore Harbinger
1335,FALSE,FALSE,Ssscarecrow,91,Inquisitor,664ba14749579891d5bf1e4c6109a36db19dcd75365b1d0de986149e972f4ba9,2103925236,Scare0815,26,scare0815,SSF Harbinger
1335,FALSE,FALSE,SymiBlaf,99,Berserker,8b93915f0b56aa65521c20530a92641e31afd9192c6a633615b339b7958ca89d,3933064433,Symkun,40,null,Harbinger
1335,TRUE,FALSE,Nightshade_Magic,88,Necromancer,f44779cfb481998e8ebf301ee933a189d90b9e70fb67a159b7a2eca2be3c0ff0,1653191651,Monkeybizniz,20,null,SSF Harbinger HC
1336,FALSE,FALSE,ubivakaz,91,Slayer,1cdad2d5aa2b0901307465c6e00015ed5cd609d69c56e280cc6b88edb5928b3e,2103912286,oxid00,26,null,SSF Harbinger
1336,TRUE,FALSE,DapperDoug,95,Necromancer,37dc20800f7e0fdd2dc46a35fe8a394c57163b454b10cee8c6e05424e9ffe092,2925149867,Camper215x,31,camper215x,Hardcore Harbinger
1336,FALSE,FALSE,CykoJugg,88,Juggernaut,57d13c3b6b4775e8aeefee8721ebad9a7e933ba4a8f78a67ba2ad288441320a8,1653035289,Truditoru,28,null,SSF Harbinger HC
1336,FALSE,FALSE,IamPeterPeterNeverLucky,99,Inquisitor,8db7e11efb94ed65c1d53a0daf0b1cb8cf10d5d2f8d937a98912c37248a437df,3933029825,Ri5ing,39,ri51ng,Harbinger
1337,FALSE,FALSE,WortenDoran,88,Trickster,22ac41786fe0b4d56fccc05f8a692049bb9b7c93a945863dc8b5c56e1423ad0a,1652993970,AdrianBodor,15,null,SSF Harbinger HC
1337,TRUE,FALSE,EldrithStrategyTime,95,Chieftain,47f599212dfeafcb231ac1207b27bf3630827a4d8b00b127629a4cf20f51619f,2924733855,Turophile,39,null,Hardcore Harbinger
1337,FALSE,FALSE,NaiMeRZ,99,Inquisitor,6e8291e9d319a69568fdfdd1aa62d7e74026a2494acd13d3b6e1ceee318739fd,3932914422,NaiMeRZ,37,naimerz,Harbinger
1337,FALSE,FALSE,ohSSFbtw,91,Berserker,9afb4627594251aef77412fbc5fc6676264d20a97513c17fe52799e1a157ce81,2103900640,pathofelixe,28,null,SSF Harbinger
1338,FALSE,FALSE,Tyraki_Pali,95,Necromancer,55ece5c25881ce1f0dd29fffa484bef642635eeeb543f682effad60a96d9f485,2924704847,Derekian,40,null,Hardcore Harbinger
1338,FALSE,FALSE,Just_play_and_enjoy,91,Trickster,601751b95e18db2ec7cc08aaa1d1c8d2a6e4ab4f97a4bb79176ac541edf548c0,2103777973,donkey19901,32,null,SSF Harbinger
1338,FALSE,FALSE,LasagnaTotem,99,Berserker,c1398d821b0978127185e8548062d3943379ed331b83deac69f9baa1a04e2342,3932860110,Hjulman,40,null,Harbinger
1338,TRUE,FALSE,DCSpectralThrow,88,Raider,db483d868414e4b81d65a40d43e13a2af29797eabee8ac5fc86246518cb12727,1652993969,DCLara,24,dclara1,SSF Harbinger HC
1339,TRUE,FALSE,Elki_SSF,88,Slayer,25153dd4629f5368610f647f0c194b7b77b36ad87b0fb3ed64f1e914d2898522,1652857535,Elki,28,elky_el,SSF Harbinger HC
1339,FALSE,FALSE,Urysfjhuyjrus,99,Necromancer,7fa3dfae3e0998071b67207599f71405ba43abf89ef29da50540b711084c41a5,3932846419,Kranaros,34,pungenstv,Harbinger
1339,TRUE,FALSE,DeftSupportKappa,95,Guardian,877632450d8d1a00f91b194846867f76ddde6a9ea860845effaaea0725efdb0d,2924293558,bloodstain77,28,bloodstain77,Hardcore Harbinger
1339,FALSE,FALSE,ClueleSSF,91,Necromancer,eee38459fe77c0932b8c35c378804c29ecf1e57ea8da2b35c945e25e638ad8ba,2103717080,Sir_Moke,26,null,SSF Harbinger
1340,FALSE,FALSE,Gerirt,91,Gladiator,06796f0766705f1392b63d90eefc210951ff85da597b827e64c9bf8d1b416c7a,2103666128,Geleh,26,null,SSF Harbinger
1340,TRUE,FALSE,Gorillaone,88,Berserker,233baa2a8e7dfa0346b15152a439133e7fbf08d98e3f61a805a4456a3486e530,1652626594,Mind_Seeker,20,null,SSF Harbinger HC
1340,FALSE,FALSE,WetSenuaBTW,95,Necromancer,a1a33499275593077877535b5d22aae694d7153ce22ef5d5202f6f9d053d3191,2924019063,Die_Sm1L1ng,36,null,Hardcore Harbinger
1340,FALSE,FALSE,DangerDaddy,99,Slayer,b88dda42b8aa58b7cc73e8d57647cccc4d2209b2c726142ddcd262afabd0de39,3932835627,Regonaru,38,null,Harbinger
1341,FALSE,FALSE,HitsLikeATruckk,95,Pathfinder,59b3faa83b292bb7959ab024ca57cbc050e57101965d852f158cecad7f643320,2923634389,KingJonty,33,kingjonty,Hardcore Harbinger
1341,FALSE,FALSE,HotHani,91,Berserker,b831de79c7e92c3ded6e04856aa5928a4bc4b48857dd936df3d7cabaaf4df7e3,2103606042,bigboywithatoy,31,null,SSF Harbinger
1341,FALSE,FALSE,hatemylifexd,88,Gladiator,e2cc189326455fa3b8f94c2b4f400d562769531bb619b6ba34195b1a09cf14f4,1652373350,chewtoyy,33,null,SSF Harbinger HC
1341,FALSE,FALSE,Aro_wd,99,Pathfinder,ffbe4fe76bb6826e4f8846e534173d6147a23b86f3d9b2f9aa2d75c4b7efe190,3932833767,Shukwo,36,null,Harbinger
1342,TRUE,FALSE,Slowmoshen,88,Trickster,343d150de41617c325789ee41f374f838d821d720effa4af5c34486d443788cc,1651514407,emis777,26,slowmotion321,SSF Harbinger HC
1342,TRUE,FALSE,C_OLD,95,Ascendant,60229ebe02c6433f84b7373b496ae7d0be050387e62fcf1bcdfedfab294be007,2923483540,wcked,24,wckdd,Hardcore Harbinger
1342,FALSE,FALSE,Alloces_HSC_RAI,99,Raider,7e95e26a299fa429fb688483b31584cba69c5c3e5ea93780c82c6263ecf6c64a,3932833767,alloces77,38,null,Harbinger
1342,FALSE,FALSE,SSFGilda,91,Raider,ae728479d240106dcb9e5761d4cbafe77951d85e9f6b545523bc3cff11d8c40a,2103511155,gildarius85,31,null,SSF Harbinger
1343,FALSE,FALSE,LabChamp,88,Champion,11bbf476d51d55eb70731846e95ec5575c555bcd33407c511e5a21e5e4e44969,1651368572,sharisimo,36,sololivesmatter,SSF Harbinger HC
1343,TRUE,FALSE,Steve,95,Hierophant,3063fd2f2eaa8a9e31e891297acf5b21fa72fad94a7d578e89e589c789b1be33,2923131352,SOwens,34,sssteveowens,Hardcore Harbinger
1343,FALSE,FALSE,LavaBallsSSF,91,Inquisitor,4cc05ec8d2876b584fafc0d4edd3752a356702c1e667ebb35ca1cb268f905ad8,2103511134,ArteriusNL,40,null,SSF Harbinger
1343,FALSE,FALSE,TheGhostMiner,99,Saboteur,f3156b84e6da4d6465790f6f58a2a40d0b30daca1dca4fcd63e044e1e807b6cf,3932833767,ponhwichit_,23,pongwichit_,Harbinger
