uniqueID,rating,usefulCount
79955,1,71
98430,9,24
164625,10,21
108738,1,3
150905,1,8
176749,10,103
71340,1,5
170304,10,20
23530,8,19
225264,3,15
148533,3,11
106423,5,4
2012,6,34
77731,10,70
38860,9,1
126770,10,19
195882,2,34
90952,10,37
209107,10,26
67635,1,6
70375,10,8
202646,9,12
154979,1,2
171770,8,5
11811,9,18
17383,10,3
99100,5,8
131267,10,31
198706,2,3
189092,8,20
16210,2,2
225794,9,71
204481,1,47
31797,1,6
188910,9,79
192081,5,4
206786,5,4
13791,10,142
100317,1,5
68472,1,2
162927,3,15
17959,8,6
193348,7,25
76703,9,46
91332,6,49
59492,7,28
150620,2,4
26999,5,28
19639,2,36
3286,6,18
17415,9,3
28616,10,34
114824,6,49
186940,10,19
57624,9,5
105127,10,21
20862,1,23
212854,1,16
116023,1,29
197650,5,3
27467,4,33
84866,3,3
166802,1,2
198591,6,4
139392,8,18
211052,10,27
148604,10,7
160942,7,14
162028,10,22
205391,10,46
80261,9,30
62237,10,124
31558,1,6
22720,8,7
141096,7,14
103569,1,67
3032,8,3
143109,5,1
17848,9,12
135515,10,18
107656,4,2
231263,10,96
36838,9,9
95447,8,27
104063,9,5
122734,8,51
229881,10,19
17545,9,16
165244,9,73
108631,8,0
185120,9,33
155179,1,16
122824,9,3
40295,1,16
86264,10,24
23954,10,7
24675,8,14
64913,8,3
228853,10,14
152184,1,32
10151,9,66
78343,10,10
206948,3,5
4308,8,4
196951,9,13
113388,10,13
200641,9,7
150262,2,7
125202,8,13
163172,10,126
159518,9,49
123191,8,15
88801,7,2
196020,10,0
153741,7,29
113439,10,31
121481,10,47
37990,10,27
37061,10,87
111128,10,67
87079,10,51
178035,1,6
221046,2,1
213634,1,5
83686,10,17
118549,4,6
144830,5,7
187336,10,11
192341,8,8
205591,6,6
215224,5,38
166859,10,18
94253,6,25
166420,10,15
173481,7,87
146570,10,23
43870,7,5
20855,1,22
74818,6,17
68821,1,10
215747,10,18
9425,1,4
194890,7,98
185244,10,45
111468,9,19
193112,1,17
16207,2,3
143483,1,3
93149,9,40
174988,10,95
74450,10,19
115114,10,196
23433,8,57
140732,9,72
87192,10,93
106645,1,2
129523,10,0
171569,3,59
99355,10,44
175938,6,32
167171,10,1
168047,8,51
5145,1,10
173037,10,46
3896,1,14
5949,9,111
165643,1,8
2264,4,112
123388,4,1
164785,10,38
176536,6,28
110518,4,3
65592,1,2
147518,8,17
166842,10,12
55395,10,21
123893,9,9
44140,2,2
163168,10,70
11581,9,65
114783,3,18
158339,8,35
226932,9,23
15283,3,3
132685,9,85
94730,6,10
151944,9,1
21781,1,15
203333,1,4
135034,9,11
32376,4,36
399,3,0
80584,10,101
3648,10,19
166961,10,9
218572,1,4
115356,10,13
48518,1,6
154758,8,7
192478,10,2
20567,10,49
126812,10,8
119560,9,21
100840,9,42
188128,10,11
212943,8,96
131990,9,27
213319,9,1
186920,8,3
48596,3,6
170314,1,4
184990,10,25
185965,10,18
82748,9,11
31508,7,2
142269,1,0
122656,3,36
149305,7,10
175414,1,13
67073,10,4
98999,1,6
106588,1,9
3730,10,34
197657,1,7
183030,9,47
60933,10,51
40567,10,87
120159,8,31
50313,10,160
230697,2,4
219439,8,20
139047,1,26
176932,1,0
10788,10,2
143992,3,9
76071,10,10
117572,9,20
136171,10,11
94884,2,12
144767,4,2
119520,8,29
123267,10,3
117390,3,4
143629,9,13
80857,1,4
49182,3,5
188699,9,10
9269,10,20
165919,10,5
158859,10,22
139232,10,42
10508,9,11
91959,8,139
9617,1,5
91865,6,18
213921,1,1
17459,1,0
219359,8,4
213545,1,5
121432,10,25
22737,1,12
126557,1,18
31273,1,2
214036,9,16
114385,7,9
166332,10,5
228915,10,32
28051,8,31
8460,8,13
203291,7,2
35611,8,30
197142,10,8
118487,3,45
101303,6,3
79820,3,25
196617,8,31
159420,4,61
158485,6,20
84496,2,3
88984,2,15
192575,10,5
112795,1,10
1440,10,20
160863,9,10
16274,1,0
64977,8,9
200151,9,19
231031,8,22
157032,10,15
163808,9,11
12736,10,46
98964,9,8
227101,5,5
180602,10,17
98339,4,0
193906,1,6
92902,8,83
18619,6,13
131944,8,23
123091,3,1
102737,5,1
174651,10,14
162334,10,2
16728,8,14
72681,8,9
10929,10,54
57257,10,13
82609,10,94
44210,4,0
156152,10,96
228300,2,27
123029,10,24
208611,9,18
16016,10,3
65667,10,24
92914,10,6
26107,4,6
93460,9,52
64057,9,2
189009,4,4
72582,10,35
23026,10,16
178711,10,70
226058,10,0
117997,8,32
149469,10,41
195941,10,7
147275,9,3
193799,9,20
143494,10,9
61189,1,3
122557,9,22
168204,9,1
64292,7,14
1764,9,9
143355,8,4
177705,10,115
68959,1,21
148793,10,7
80116,4,10
209491,2,8
179662,3,4
226620,7,2
139050,10,11
79123,10,8
85188,1,8
2223,10,185
114475,1,12
16100,10,12
83974,1,1
203515,1,14
97643,10,51
155798,7,22
125667,2,15
116362,10,33
25539,6,28
72395,10,98
127678,10,23
186951,10,0
94781,9,49
17992,6,1
119217,10,24
121192,10,65
173407,10,139
96241,9,16
199174,2,9
65036,9,13
33648,1,3
143907,10,9
196165,1,6
220913,9,61
38237,6,30
121074,7,3
195052,10,79
11916,2,15
13231,4,7
45277,10,100
51784,6,1
44007,8,18
159211,9,1
173170,10,31
12742,9,16
157674,1,12
111749,7,0
116840,6,46
120380,7,17
219705,5,1
23626,1,3
172164,10,21
26505,2,28
30212,10,66
148317,9,36
127077,1,28
106727,7,5
16116,1,5
123715,10,9
206691,8,0
6710,10,25
36398,8,14
157291,8,0
201720,5,41
207533,9,16
164304,9,3
59467,7,10
12639,10,49
193227,10,44
117500,10,24
231988,5,21
21019,1,22
56859,10,7
57467,1,39
10985,8,16
188617,10,6
48982,6,1
106461,4,11
47975,10,9
7541,7,18
49877,6,9
32618,4,43
215445,1,1
161830,4,1
91824,1,30
217914,10,299
170302,10,7
174606,9,5
13488,6,8
105116,6,51
156222,5,19
28686,9,53
166292,1,2
53152,10,2
10937,10,49
89152,1,13
225969,4,45
60869,8,22
128168,10,14
210718,1,9
26553,9,6
169664,10,11
137578,7,3
51362,9,54
107451,8,0
185489,10,29
187009,10,194
218173,4,34
200453,10,7
38267,1,2
70766,10,6
182878,1,35
114178,10,17
79615,10,66
171555,9,90
166624,10,21
155593,7,14
79932,1,6
3343,7,24
149479,10,41
51388,2,24
94382,6,51
201556,7,75
66830,9,52
53246,1,3
179265,9,41
195403,3,27
119772,7,16
39020,9,19
105046,10,31
201464,10,43
107409,9,0
90311,8,101
199044,1,9
127498,10,17
148386,8,0
147194,9,65
98631,1,4
78597,10,49
173596,9,20
46940,9,81
169987,4,0
226500,10,6
41189,10,7
229753,1,16
220464,7,7
141923,9,104
110892,6,15
4343,1,24
189825,10,8
111442,10,68
105552,10,10
120735,10,36
144313,8,18
161102,8,20
187667,8,4
222258,3,13
79298,10,25
202962,1,5
47728,1,11
217954,8,0
132456,3,2
132417,10,85
2627,10,1
143486,2,7
28452,8,30
15715,9,24
135146,10,9
40768,10,15
152329,9,16
61336,9,34
29205,8,28
230141,10,93
209342,8,4
171566,9,172
139021,7,32
176685,10,139
115875,6,15
100733,8,52
82277,10,8
207735,3,7
103645,7,13
71535,7,11
16536,7,3
125220,10,14
230560,6,2
32605,1,36
90876,4,12
228311,10,54
128397,7,6
27857,10,61
22937,1,8
147421,10,7
102830,10,93
71630,10,3
85474,9,16
77514,10,19
166713,9,4
231353,4,37
169296,5,29
29492,1,32
94081,6,33
154706,1,2
169308,9,56
79894,1,2
36605,10,28
108379,7,20
101987,1,87
160448,10,123
69973,10,39
179344,9,17
114055,2,92
13728,5,80
94754,3,15
95952,10,72
148757,5,5
19322,6,16
150448,1,26
228070,8,1
3809,10,17
202793,10,25
44510,2,1
201024,8,27
117990,1,11
229322,3,0
218621,8,4
42695,9,94
37970,6,20
83585,10,20
207915,10,9
128133,8,13
44942,10,10
181077,5,14
183844,10,66
227059,7,3
230240,2,5
149433,10,17
82080,10,39
40566,8,33
96150,5,24
97603,9,16
26231,1,9
106628,1,6
62867,7,186
183537,6,11
120185,10,7
17539,10,15
73356,1,9
7957,10,27
99717,9,13
95367,1,19
51997,10,39
202459,10,30
47312,10,0
157362,8,49
146248,10,19
15980,2,5
49522,1,0
162343,10,102
201476,8,30
33169,9,3
195078,9,68
33863,1,10
176233,9,69
32237,2,5
69968,9,30
73523,6,6
109585,10,10
217686,9,51
160927,9,7
194217,3,34
204152,10,26
84423,3,1
117717,10,33
176617,9,42
182079,9,11
18536,2,5
215686,8,2
22875,9,12
210176,8,19
88050,10,16
181345,10,62
80897,2,13
102433,3,25
35825,8,33
22264,7,101
220238,9,119
118592,10,19
179837,8,6
118788,9,106
138347,7,52
148192,6,23
225391,1,16
197091,4,12
82856,3,25
174910,10,70
196420,7,22
221519,2,1
96392,1,34
65424,9,13
63854,6,7
119859,2,19
169741,10,128
94084,9,40
84195,10,7
190443,1,10
54306,8,10
57085,9,21
87277,9,51
173898,1,14
217792,1,19
5894,10,108
39144,6,2
190281,9,5
116389,10,60
148985,1,13
783,10,57
66638,8,19
164810,6,2
108844,7,8
185954,9,4
117386,2,2
92566,2,63
73943,9,0
72988,5,0
30113,10,48
28099,10,70
139763,10,10
28104,6,15
30457,9,25
223409,9,33
174700,10,4
6037,10,41
87094,7,24
141154,6,74
51518,10,106
86103,10,5
211443,1,55
29373,10,65
194015,10,78
220594,9,248
37984,10,51
154379,1,21
57601,2,51
138821,10,8
108659,1,0
72747,6,4
140871,7,29
192934,3,3
173733,10,1
115692,8,25
10554,8,24
91626,4,24
221170,9,24
27910,9,53
113783,9,16
51077,9,8
213784,1,1
107877,4,1
90934,9,41
130282,1,29
72376,9,7
183155,10,180
82772,9,9
179645,8,4
64318,2,21
41350,9,41
111418,10,32
190751,2,56
147813,2,8
76546,10,25
47978,10,5
172910,8,43
68575,8,7
108031,3,1
171886,9,40
83099,10,66
200860,8,0
222083,9,53
154502,10,120
228685,8,15
182588,5,3
47127,9,170
168622,8,25
197398,9,5
46623,9,40
195418,9,0
38854,9,6
75351,9,49
162436,4,17
14538,7,1
78293,9,69
156106,10,52
128859,9,54
48565,1,0
54681,10,34
222631,5,22
54108,3,40
17175,2,30
161537,7,28
61347,1,3
30192,10,28
13704,10,35
144883,4,8
117501,4,7
187585,10,36
212166,8,24
166586,5,2
143375,8,5
109699,5,6
134265,10,33
215529,1,2
214427,3,7
14803,9,5
22797,7,32
154284,8,7
159178,6,10
90828,4,17
215271,9,45
213432,1,1
48527,2,1
27137,2,3
60893,1,35
10417,10,25
34582,10,100
100169,9,12
7998,10,68
121673,5,55
14655,5,0
101283,1,2
196491,7,21
189006,10,80
105344,1,10
11219,4,4
228292,10,65
75831,10,64
8469,10,3
68133,10,12
16477,10,10
34749,10,5
129217,10,2
30442,9,45
77590,9,38
73912,7,0
94103,9,59
20432,9,24
66113,10,34
189607,1,2
20053,5,9
202329,9,41
86003,8,10
90721,8,8
85261,9,22
49512,6,5
166674,10,8
113075,1,3
95440,10,18
84033,1,3
230231,2,28
109921,4,6
45854,9,19
211927,6,24
81412,8,10
14419,10,38
158941,4,69
186670,3,9
109183,1,2
125512,6,2
145891,9,80
24609,3,27
146463,6,10
88448,8,43
50966,2,1
29259,8,9
53302,10,5
81503,9,9
79101,10,7
10445,2,3
172693,10,14
145515,10,36
137817,9,33
18537,1,4
120732,8,83
154917,8,13
106198,10,5
214800,5,15
112204,9,11
126263,10,71
217266,6,6
72665,5,1
69279,9,38
73603,3,9
40639,10,22
84460,3,0
3158,1,14
87249,9,44
4983,9,73
148982,1,4
109626,1,3
94832,9,103
167657,4,1
42163,10,22
134347,10,194
26858,8,4
190137,1,99
229582,1,30
73018,6,9
156702,1,13
190408,2,1
166572,10,6
35804,10,36
101546,1,2
1362,8,5
157279,10,2
145520,7,7
198030,1,96
200527,8,2
84017,4,5
226303,7,3
82223,1,31
154394,1,2
206070,8,20
136553,10,35
34276,9,43
99721,10,14
104238,1,16
19024,9,156
207202,10,28
108068,4,4
104640,9,3
64274,2,10
98037,4,2
213683,1,5
8831,10,33
121886,1,7
178046,10,13
50490,9,55
122985,2,13
221169,1,20
159221,7,2
186093,7,17
18653,8,31
194269,5,41
172470,9,22
111321,10,21
46751,10,15
90569,10,7
107620,10,3
17310,3,9
19203,2,1
177704,10,45
9271,10,48
121434,9,18
73338,7,11
8404,10,6
135461,1,12
201932,10,100
5144,5,15
16473,1,1
34926,6,14
227247,6,9
217462,9,12
120818,10,134
178545,8,22
117917,10,0
8678,10,5
91984,9,33
191156,8,32
168020,10,4
55141,9,41
163025,10,187
172836,10,18
68427,10,9
109071,9,6
199084,4,7
122981,10,8
107338,9,0
176482,10,11
43746,8,22
31036,10,23
187090,1,1
228003,5,4
26596,10,1
37705,10,14
168899,10,66
172961,10,70
168479,3,1
201643,7,2
90003,1,20
93686,4,22
166568,9,18
123080,9,7
182358,7,0
175322,4,14
54276,1,38
176200,1,26
31220,1,11
8233,6,37
76131,6,2
64010,9,12
169535,10,49
32395,8,25
204877,10,78
59974,8,4
20506,10,52
117664,9,133
139610,1,8
185136,10,27
108954,1,2
120981,1,0
38700,1,6
138121,6,4
37424,10,53
175667,10,6
74474,1,21
94725,9,74
198518,10,6
212115,8,60
18495,1,0
227184,10,16
64955,8,21
67598,9,12
121735,8,15
35168,1,19
2202,9,57
122535,10,58
27556,10,10
25827,8,9
5742,3,47
5333,1,0
188686,4,14
29181,8,30
228679,9,18
40578,8,102
209300,10,20
188668,9,12
204000,1,59
69283,10,85
116489,6,22
142206,4,0
208869,2,25
114755,5,101
73866,8,0
31443,1,5
186322,10,23
194036,10,6
98177,3,8
119913,6,21
51617,10,23
202220,8,1
97563,10,27
52894,5,10
128568,10,19
107637,2,3
226344,3,4
97936,5,7
150045,9,89
167090,1,4
8179,9,8
231895,9,63
129313,10,12
26090,7,3
214759,8,17
161979,3,8
49055,10,5
176310,9,49
128073,9,22
176366,7,6
51185,6,3
230294,7,31
207444,9,20
216384,9,32
168119,9,4
9281,10,25
16886,8,35
96552,6,71
223620,1,0
144685,1,2
47668,9,15
49753,9,3
52844,10,66
151460,10,19
109713,9,2
99848,8,12
24903,10,137
219323,10,9
55742,9,12
34104,3,8
160989,1,17
176268,10,19
193848,10,95
13949,9,33
193020,10,97
190099,10,30
217621,8,12
11098,10,3
193197,10,4
95426,1,9
1643,1,29
117972,10,61
179520,9,10
145025,1,8
188535,10,17
166285,10,4
210906,1,20
65981,1,29
165161,9,12
25270,8,21
114512,9,25
34597,1,5
105047,9,18
181710,9,19
76512,8,20
55794,7,45
126090,6,62
201305,4,6
119715,9,25
97216,10,54
117424,9,8
126430,10,36
165488,8,1
107821,1,200
222840,1,16
57847,10,23
210212,1,23
51707,9,30
145895,10,55
34033,10,39
164979,10,57
197901,2,51
8541,3,5
87774,9,124
194773,10,46
79170,1,5
3619,9,56
229702,9,66
57654,5,26
34296,10,61
72024,10,34
2529,9,3
59705,9,14
64613,2,16
115262,9,14
119601,10,33
112258,1,27
208947,2,33
40395,5,17
10319,1,25
12853,9,2
160235,7,57
131946,10,16
95589,6,30
132921,10,7
31856,2,3
75405,1,1
211918,10,20
74735,3,0
170582,9,79
183425,10,10
33373,3,3
153927,10,96
145095,6,0
187164,10,23
102976,1,1
193485,10,18
138603,10,33
231268,5,2
45037,10,148
156273,1,11
163617,9,98
182547,10,14
129448,10,13
45011,9,27
80428,7,46
40431,7,16
223964,10,7
175914,1,35
28937,10,17
43903,8,45
13188,5,6
100197,8,1
37788,4,5
190540,10,44
124725,3,8
58867,10,10
88037,10,5
10403,1,5
167274,10,16
202508,5,16
76725,10,34
15892,10,3
206430,2,19
103757,4,2
93920,3,18
217293,8,13
60174,10,2
220678,7,11
166338,4,2
156426,9,34
186548,6,18
111906,10,0
141324,9,7
191059,10,56
50411,9,65
148182,7,5
128037,7,31
101536,9,74
74600,10,6
197248,6,88
133836,2,21
79337,10,19
201851,10,12
116820,8,41
166436,1,5
75314,9,104
149733,8,1
111169,10,23
97246,10,33
81469,10,25
10842,6,5
149353,10,38
25234,9,67
77582,1,25
205503,9,89
230733,1,2
184890,10,123
60581,9,39
62561,10,12
195791,10,7
47336,1,23
3374,3,6
202042,9,5
160564,9,126
163575,3,26
192508,7,6
114000,1,32
130487,10,3
144814,10,0
24610,10,30
165979,5,19
93075,9,75
28877,1,29
93587,10,37
41198,10,5
28381,9,94
230217,10,39
64156,1,5
175855,2,26
55078,1,7
172543,8,6
169413,4,10
6325,7,3
180531,1,18
209723,10,45
118752,7,66
145817,7,91
195241,9,13
128153,8,11
127042,1,20
140387,9,52
161894,10,3
96934,10,30
184439,8,71
99221,1,31
93709,8,25
23837,10,40
205452,8,41
2561,1,6
191728,9,19
39509,4,5
19269,1,20
188220,1,6
224584,10,23
179923,8,22
21660,8,127
63777,1,0
216943,1,31
77892,10,4
12955,8,110
37583,5,4
162026,9,7
201772,10,2
37232,4,11
36245,9,11
11039,10,1
23077,1,10
176711,10,4
106561,3,13
98507,8,6
58613,8,36
9019,9,17
181692,9,47
176787,2,35
59728,2,10
87146,9,78
208935,2,20
172184,10,3
142386,1,1
174604,10,9
197840,9,1
191289,9,4
108210,9,27
224134,9,10
49984,7,21
208366,8,12
21899,8,56
62182,7,21
19477,10,82
193511,6,16
174980,10,165
175823,8,20
57087,4,21
80918,5,9
127179,6,59
181830,10,486
48843,9,7
84335,8,6
198574,1,0
7643,10,93
111461,10,65
136608,10,21
143798,5,10
111050,10,9
49591,4,4
190571,5,19
168720,9,36
144579,3,0
196293,10,49
122833,8,4
153168,9,9
109228,8,3
111196,5,12
40810,10,7
174345,5,1
88550,10,4
86806,9,4
212620,9,11
174409,10,100
146456,10,8
89594,6,19
8895,10,27
73258,4,19
23164,5,39
44754,10,30
182784,8,53
66608,2,49
206330,10,31
186760,10,32
152289,1,10
76740,9,37
38272,7,13
7375,2,5
45521,10,54
60931,1,17
163426,8,19
88800,2,5
114338,8,18
11516,2,21
96843,10,27
204824,2,5
185414,3,7
94325,9,154
102994,10,25
219243,8,22
18929,10,12
134063,1,2
226631,8,6
158470,9,55
51668,10,8
168951,9,22
45571,8,37
131510,4,8
110539,10,139
35610,7,17
176006,10,12
41547,10,14
89402,10,184
96445,8,18
136522,9,41
155297,9,7
97800,4,0
128439,10,19
162964,8,18
217345,10,0
218638,10,8
229200,10,24
119558,8,16
43236,10,5
211018,10,31
29735,1,44
106607,1,4
51517,10,3
223823,1,1
96484,8,55
77539,6,23
16630,6,2
46153,10,16
53567,4,5
139244,10,2
215486,2,8
27602,10,8
160718,10,105
143120,2,3
123957,1,0
184405,9,45
184911,10,121
20770,4,186
166550,8,1
104126,2,11
113028,1,3
73616,9,22
104017,6,16
225372,10,172
34583,10,141
24441,9,20
5832,1,39
88205,1,28
211811,9,31
151693,10,37
37466,9,24
9465,5,8
144976,10,1
132948,9,15
69288,9,65
149778,3,0
162875,6,11
94847,10,84
129134,10,3
61252,10,50
201156,10,8
156560,1,15
170774,8,38
143062,8,1
48273,10,28
209016,10,0
214662,4,2
2619,10,88
85681,10,28
124438,4,0
189344,10,52
223988,10,9
190669,10,47
54345,2,20
176257,9,15
122867,6,1
76831,5,32
182476,8,10
118114,10,0
231758,9,36
66969,10,78
36197,8,13
31910,1,4
90046,3,59
157887,9,6
49024,7,5
46177,10,41
69341,6,13
7773,10,4
174861,10,22
99765,5,17
192028,10,11
47083,3,9
31782,10,4
79886,1,0
55544,9,15
89783,7,15
88424,10,74
69171,10,45
1119,3,1
87174,9,97
198260,5,2
129744,10,28
72647,1,7
80178,2,34
5876,10,28
17924,7,4
153432,9,31
81918,8,22
119146,9,81
129838,8,10
67511,1,37
36447,3,28
94577,9,17
87997,2,17
229859,5,90
202128,9,8
2358,5,25
210996,10,100
199937,7,9
191024,10,85
183726,10,254
75104,10,21
3870,10,8
123550,10,6
57426,10,2
228441,10,54
64481,10,39
109614,1,10
205791,8,26
145319,5,4
129563,3,4
71870,9,92
132858,3,2
32488,2,108
84316,9,1
117892,10,28
143984,10,3
158534,7,37
168781,5,27
147956,7,6
67709,1,5
223209,10,65
175353,2,5
164986,7,41
81224,10,8
96226,10,12
70950,10,62
85506,8,23
114596,2,21
179430,10,61
9410,3,3
201431,1,33
188847,10,17
22079,6,21
16616,10,8
107611,7,3
106353,10,6
126955,7,2
135158,8,13
116817,3,18
80586,9,40
89036,1,15
105695,10,70
108843,3,7
65262,8,16
19401,9,14
14090,10,4
126578,9,2
219482,5,47
224220,8,38
161621,8,11
39956,1,12
11108,5,5
21889,9,34
121921,10,157
181244,10,65
12870,7,12
145767,2,100
231107,7,50
143276,8,4
57610,8,36
148575,7,0
150239,3,6
185928,4,32
201433,10,57
159070,6,4
105490,10,17
134552,1,22
156572,10,23
88533,9,141
95601,1,11
9211,9,1
88859,10,49
183762,10,76
16880,2,19
188772,9,3
82661,1,1
90890,10,34
68079,10,1
203227,9,5
99657,7,17
150129,8,0
141210,10,62
60650,7,10
91736,3,1
142672,7,5
86345,3,3
206859,7,25
160576,6,26
195190,8,7
231256,4,20
219965,10,27
22176,10,69
227125,4,8
8773,8,10
96347,8,31
229745,8,19
8293,10,22
26518,10,38
104071,7,10
153468,7,39
155908,6,59
74666,3,41
5195,2,8
36913,9,2
156350,10,24
40161,8,29
19188,9,3
86696,10,28
90204,9,53
194692,10,0
16415,5,1
231533,9,105
42965,9,29
206134,9,6
19823,3,50
9835,10,11
168787,10,120
78288,1,4
145432,10,83
200515,6,4
9312,1,4
33845,8,7
195695,9,65
12768,9,33
113214,1,4
10926,1,9
182136,8,34
32550,10,35
213159,1,12
90633,10,107
69594,9,53
10356,7,13
187269,8,1
201281,6,17
216942,1,35
20727,1,15
148778,1,22
20033,5,44
32513,8,30
168316,10,1
193413,10,27
179145,9,13
109083,1,5
175477,2,14
78326,9,18
144707,10,3
218526,7,1
200202,10,23
140389,10,4
204503,9,168
120755,3,113
147894,3,3
228979,10,23
202947,10,3
105971,6,7
36644,10,49
97865,4,3
183401,1,6
23721,10,19
26670,4,1
133935,2,3
151046,10,61
199535,9,40
133422,10,22
104462,2,2
25751,8,7
163662,8,80
175561,10,22
208744,10,46
105304,6,88
173832,9,80
67865,9,7
59003,9,14
176566,5,26
224245,10,37
185763,10,23
172960,10,48
92977,8,11
172619,5,26
189103,7,20
87375,3,6
3550,10,8
227654,10,0
20263,5,21
82731,10,20
162396,10,2
156880,10,9
4593,10,38
95547,10,80
77273,10,64
31874,9,5
215820,10,5
111911,8,0
67222,9,5
204829,9,9
120384,5,36
143780,1,6
133528,10,0
109353,7,0
154854,10,41
10097,1,1
71455,4,5
147283,9,1
105005,10,34
1759,10,4
206777,10,46
45815,10,80
16855,6,44
153035,10,18
106299,10,4
99745,5,11
115203,6,61
208562,10,27
179482,9,40
203377,10,11
126247,2,46
120396,10,83
112695,8,10
59580,10,28
32480,6,58
199221,10,6
189285,7,13
165148,8,12
44761,10,31
193125,8,9
56587,10,149
61070,10,53
18273,1,9
85992,9,5
83407,5,12
92211,7,66
67271,10,36
159624,10,87
207715,8,17
167845,10,10
110222,10,19
96754,10,7
194059,10,20
51718,10,42
155666,6,14
104604,9,2
27415,1,22
226258,1,27
29454,10,53
67036,4,66
30775,1,11
18115,4,0
8805,7,0
3305,1,5
88174,10,21
112920,1,22
136796,8,44
114359,10,44
35953,10,40
26197,4,1
118168,10,12
221869,10,21
98919,7,1
31529,1,2
225733,10,59
11906,6,10
145018,1,7
108302,9,25
214348,9,2
71343,3,3
8143,1,4
4637,10,48
1486,1,48
206949,1,5
140807,9,10
55893,6,21
201527,10,72
227319,6,16
162037,1,6
210036,9,34
146636,1,19
224967,9,22
85044,4,8
6456,10,4
121561,1,16
215278,6,13
60371,7,0
89970,10,153
68284,10,27
34219,6,28
52052,9,250
34188,8,43
70350,9,16
21610,6,10
87612,10,81
65420,2,2
6686,10,18
11360,10,96
92649,10,15
159828,1,13
27824,8,19
136908,9,14
150845,5,101
151292,10,44
224524,8,32
46680,9,8
80846,5,5
4741,6,81
59923,10,29
127809,10,15
93348,9,68
66384,10,131
181713,10,112
76188,1,3
117958,6,17
56755,10,128
8624,10,6
201026,2,9
105792,10,6
130904,10,5
61936,10,23
85819,1,17
168463,6,5
202556,1,31
178912,9,96
87427,8,0
200898,6,13
54177,10,6
8485,10,3
194571,3,121
9294,10,9
67361,10,16
91220,8,19
35431,10,33
131860,3,37
66978,9,38
230640,1,8
23799,8,18
193967,9,70
123997,10,5
190496,6,4
29272,10,28
2396,6,8
23551,10,21
148004,3,7
62914,9,29
112402,3,27
42321,4,18
169310,7,13
214426,1,12
80093,3,6
146946,10,14
32923,1,12
8741,9,97
35162,1,10
105434,9,12
69208,3,42
207872,7,19
43573,10,25
71582,1,1
27653,10,31
168296,10,17
34210,8,43
87472,9,8
121888,10,11
22567,9,24
177478,10,4
87244,9,66
70170,9,11
71474,2,2
98928,9,2
214690,8,0
195417,9,91
215896,7,1
13817,3,3
125519,10,22
5109,9,21
65931,10,29
116731,10,60
93288,9,53
27380,3,10
73580,8,26
12371,7,8
224009,9,6
57308,10,48
22528,10,21
731,10,111
90651,3,1
123866,10,2
221715,1,86
157442,8,185
201421,8,71
63290,10,1
159705,10,74
48019,10,19
119338,1,19
17101,5,26
57351,9,117
59135,7,21
19591,9,61
157862,10,26
19796,4,16
39051,10,17
216986,10,17
32294,1,33
33016,1,14
10957,10,9
44863,10,14
203146,9,37
221903,9,8
118029,3,10
149364,6,66
57606,7,21
50250,10,144
124156,1,2
224300,7,24
217306,7,15
38164,1,9
194888,6,44
57528,9,7
66740,8,41
213881,1,11
61601,10,9
135065,10,40
27464,8,81
210065,2,8
224644,8,16
55244,4,2
202223,8,5
11657,10,16
109793,10,2
88762,3,17
166291,4,1
83768,1,0
125374,2,13
208140,4,1
165493,1,8
136429,1,8
126625,5,9
86352,10,26
16356,2,0
116827,8,35
20073,1,16
30504,7,1
132986,7,6
145925,9,31
111817,10,5
171778,1,7
196180,9,42
119662,10,62
2866,10,5
46284,9,34
124300,4,5
223778,10,20
29214,1,21
87187,10,113
232174,1,14
120488,5,14
36876,10,23
54426,5,13
32717,10,31
25466,10,28
110825,10,46
215929,10,5
145791,10,168
37499,5,5
136000,9,11
108322,6,6
149371,8,48
194522,10,28
197607,10,20
174120,10,139
191462,10,60
214242,5,0
143793,7,1
74417,6,2
39287,8,39
35678,9,16
125876,4,24
127190,1,11
18637,8,108
46786,8,18
134419,10,88
6744,5,5
70794,10,8
53371,10,63
218483,8,11
166893,1,3
53413,9,27
161060,6,29
81863,8,35
223218,8,52
80543,3,5
156843,10,16
96505,10,140
172607,1,8
111154,10,29
55379,9,18
58466,2,2
153331,10,60
205749,5,6
156322,7,10
111963,10,4
208219,1,9
65,8,16
170439,2,7
71661,1,25
345,8,11
103067,10,50
32996,10,16
137274,6,9
88296,10,23
195703,9,35
114390,10,46
70429,9,2
104239,9,22
131540,8,36
37494,10,58
198609,1,1
195387,9,21
22124,1,7
190589,1,17
206631,9,24
126338,1,46
153421,10,69
215684,9,6
95040,9,24
102197,6,39
145972,1,36
166807,9,8
167032,1,0
138148,10,5
14832,10,0
15837,3,0
66351,10,22
78547,2,12
91787,9,22
194679,7,30
6152,1,5
176429,9,35
214102,1,3
91518,1,8
24487,5,17
97311,9,79
169228,1,4
79317,10,3
9471,5,5
93270,2,29
120324,7,24
213966,1,5
155620,10,48
72806,1,11
199666,10,6
185775,10,35
63775,9,60
117278,8,50
60615,10,9
18914,10,3
139876,10,48
45572,9,34
34807,8,8
89326,2,21
217420,2,5
107775,10,2
203782,5,20
227199,10,5
169580,10,27
59880,8,9
183373,8,20
88711,1,20
90685,6,1
68465,1,0
7272,10,15
113222,1,2
168061,10,18
